# timestamp(s) tx ty tz qx qy qz qw
1520530343.64801 0.236700 -1.131600 1.277017 -0.015519 -0.064099 -0.516164 0.853947 
1520530343.69801 0.190474 -1.144226 1.283386 -0.011921 -0.064435 -0.547648 0.834139 
1520530343.74801 0.142212 -1.150091 1.290136 -0.011198 -0.068887 -0.581314 0.810681 
1520530343.79801 0.093713 -1.150257 1.296092 -0.013386 -0.074837 -0.612310 0.786954 
1520530343.84801 0.045211 -1.147836 1.297939 -0.021149 -0.082117 -0.639388 0.764194 
1520530343.89801 -0.004232 -1.143806 1.293909 -0.027017 -0.090407 -0.665003 0.740856 
1520530343.94801 -0.055670 -1.138663 1.283639 -0.029955 -0.097671 -0.686237 0.720168 
1520530343.99801 -0.108879 -1.134144 1.269686 -0.034449 -0.107423 -0.701564 0.703620 
1520530344.04801 -0.163111 -1.128972 1.256852 -0.039763 -0.114086 -0.710848 0.692891 
1520530344.09801 -0.216419 -1.123030 1.247471 -0.041142 -0.124787 -0.719739 0.681697 
1520530344.14801 -0.269567 -1.113334 1.246731 -0.041271 -0.128329 -0.729523 0.670541 
1520530344.19801 -0.319004 -1.101764 1.252304 -0.030597 -0.141276 -0.739163 0.657832 
1520530344.24801 -0.366503 -1.087922 1.261553 -0.028023 -0.145871 -0.748598 0.646171 
1520530344.29801 -0.415184 -1.072559 1.270403 -0.036591 -0.150442 -0.759689 0.631586 
1520530344.34801 -0.464213 -1.054975 1.277678 -0.049333 -0.146653 -0.772347 0.616068 
1520530344.39801 -0.512225 -1.035805 1.280361 -0.057339 -0.138930 -0.788027 0.597013 
1520530344.44801 -0.560261 -1.015438 1.277362 -0.060728 -0.133606 -0.806143 0.573232 
1520530344.49801 -0.608386 -0.992494 1.269960 -0.060524 -0.126632 -0.824206 0.548621 
1520530344.54801 -0.655858 -0.970041 1.260742 -0.059342 -0.127406 -0.840182 0.523775 
1520530344.59801 -0.702481 -0.946852 1.251504 0.060710 0.129450 0.855089 -0.498378 
1520530344.64801 -0.747766 -0.921116 1.245989 0.062863 0.128266 0.870466 -0.471048 
1520530344.69801 -0.789701 -0.895066 1.246245 0.065605 0.132606 0.882249 -0.446931 
1520530344.74801 -0.827485 -0.867033 1.250135 0.063955 0.137331 0.894432 -0.420762 
1520530344.79801 -0.862369 -0.834296 1.256693 0.061436 0.135245 0.910825 -0.385140 
1520530344.84801 -0.892324 -0.797715 1.263140 0.061569 0.133167 0.927637 -0.343461 
1520530344.89801 -0.918085 -0.759421 1.268698 0.065700 0.130072 0.939922 -0.308724 
1520530344.94801 -0.941140 -0.721154 1.270071 0.072191 0.129955 0.949591 -0.276001 
1520530344.99801 -0.964067 -0.681057 1.266186 0.076449 0.129819 0.957645 -0.245396 
1520530345.04801 -0.987866 -0.639059 1.258117 0.083369 0.128095 0.963426 -0.220116 
1520530345.09801 -1.013098 -0.595337 1.247649 0.092512 0.127924 0.966310 -0.203279 
1520530345.14801 -1.038022 -0.549856 1.237645 0.100835 0.128700 0.967724 -0.191777 
1520530345.19801 -1.061091 -0.502440 1.230368 0.104734 0.131238 0.969331 -0.179455 
1520530345.24801 -1.081686 -0.453275 1.228600 0.107618 0.135849 0.970509 -0.167555 
1520530345.29801 -1.099423 -0.405748 1.232963 0.112267 0.145109 0.970083 -0.158989 
1520530345.34801 -1.114135 -0.358081 1.239004 0.117403 0.151520 0.970272 -0.147750 
1520530345.39801 -1.127037 -0.308285 1.242898 0.124616 0.153953 0.970843 -0.135033 
1520530345.44801 -1.137150 -0.256747 1.242941 0.126730 0.153840 0.972543 -0.120136 
1520530345.49801 -1.144884 -0.203975 1.237927 0.121939 0.157213 0.974993 -0.099008 
1520530345.54801 -1.150100 -0.148351 1.228289 0.115063 0.162765 0.976859 -0.077549 
1520530345.59801 -1.153391 -0.090479 1.216946 0.113788 0.167623 0.977413 -0.060156 
1520530345.64801 -1.154218 -0.030586 1.206486 0.115944 0.170081 0.977528 -0.045486 
1520530345.69801 -1.151077 0.030403 1.198776 0.114080 0.171302 0.978256 -0.025628 
1520530345.74801 -1.143845 0.091458 1.195968 0.111578 0.167560 0.979527 0.000454 
1520530345.79801 -1.132782 0.151878 1.198700 0.113380 0.166371 0.979057 0.030210 
1520530345.84801 -1.115891 0.209283 1.206657 0.113335 0.163058 0.977586 0.069944 
1520530345.89801 -1.091476 0.265168 1.217692 0.108744 0.151722 0.975635 0.115286 
1520530345.94801 -1.062479 0.319473 1.229849 0.105823 0.132325 0.972802 0.157949 
1520530345.99801 -1.030887 0.371095 1.240917 0.107982 0.111945 0.968399 0.194967 
1520530346.04801 -0.998567 0.420434 1.246968 0.112925 0.096501 0.962406 0.227399 
1520530346.09801 -0.965059 0.469385 1.246225 0.117250 0.083790 0.955407 0.257737 
1520530346.14801 -0.931021 0.518803 1.239345 0.119138 0.075506 0.948681 0.283036 
1520530346.19801 -0.896403 0.568001 1.229533 0.119133 0.070638 0.942544 0.304021 
1520530346.24801 -0.861609 0.615948 1.221369 0.119359 0.066665 0.938026 0.318459 
1520530346.29801 -0.825129 0.662696 1.218251 0.118179 0.061657 0.934575 0.329851 
1520530346.34801 -0.787406 0.706736 1.220337 0.114619 0.059368 0.931129 0.341082 
1520530346.39801 -0.748428 0.748209 1.225997 0.111580 0.059080 0.926233 0.355178 
1520530346.44801 -0.707718 0.788240 1.232202 0.112592 0.057680 0.920590 0.369473 
1520530346.49801 -0.665043 0.826732 1.237677 0.110966 0.057139 0.914250 0.385446 
1520530346.54801 -0.619889 0.864556 1.240463 0.109890 0.053576 0.907316 0.402283 
1520530346.59801 -0.571287 0.902744 1.239309 0.106532 0.047340 0.900479 0.418984 
1520530346.64801 -0.519183 0.940258 1.235548 0.100565 0.038122 0.893883 0.435209 
1520530346.69801 -0.464785 0.976317 1.230705 0.095213 0.026397 0.887931 0.449241 
1520530346.74801 -0.408016 1.009644 1.226625 0.085762 0.014964 0.880048 0.466838 
1520530346.79801 -0.349915 1.038605 1.224538 0.075508 0.009896 0.867460 0.491644 
1520530346.84801 -0.290690 1.064218 1.226428 0.066219 0.008525 0.854747 0.514732 
1520530346.89801 -0.232117 1.084698 1.231044 0.060382 0.015831 0.839996 0.538990 
1520530346.94801 -0.172140 1.099784 1.236428 0.056772 0.027448 0.821965 0.566036 
1520530346.99801 -0.110325 1.110421 1.241746 0.055954 0.035798 0.803812 0.591163 
1520530347.04801 -0.048476 1.118205 1.245220 0.062789 0.035317 0.785862 0.614192 
1520530347.09801 0.013799 1.125141 1.244594 0.074894 0.030555 0.769835 0.633097 
1520530347.14801 0.075723 1.132133 1.238203 0.083935 0.031889 0.758333 0.645654 
1520530347.19801 0.138580 1.139262 1.228534 0.089570 0.033161 0.748956 0.655700 
1520530347.24801 0.201409 1.147126 1.218805 0.092986 0.030348 0.745202 0.659626 
1520530347.29801 0.264148 1.154806 1.212511 0.092023 0.024558 0.743119 0.662347 
1520530347.34801 0.325720 1.161599 1.211436 0.087378 0.025768 0.742442 0.663687 
1520530347.39801 0.387651 1.167694 1.217960 0.080127 0.025157 0.739900 0.667453 
1520530347.44801 0.448137 1.172911 1.228629 0.079116 0.021982 0.738158 0.669612 
1520530347.49801 0.509254 1.177443 1.239766 0.082822 0.015126 0.736110 0.671606 
1520530347.54801 0.570432 1.181391 1.249529 0.086357 0.007492 0.734047 0.673544 
1520530347.59801 0.630098 1.183890 1.255240 0.089992 0.003246 0.730489 0.676961 
1520530347.64801 0.691008 1.184488 1.256059 0.089882 -0.004101 0.726262 0.681504 
1520530347.69801 0.753630 1.182202 1.251872 0.086245 -0.012488 0.720551 0.687904 
1520530347.74801 0.818095 1.176558 1.245257 0.077710 -0.021100 0.713952 0.695549 
1520530347.79801 0.883108 1.167624 1.236892 0.075842 -0.026425 0.705223 0.704422 
1520530347.84801 0.948927 1.154529 1.229981 0.078835 -0.023075 0.692681 0.716551 
1520530347.89801 1.014240 1.137587 1.229126 0.089360 -0.017194 0.676070 0.731197 
1520530347.94801 1.076889 1.116769 1.234675 0.098403 -0.016786 0.662137 0.742704 
1520530347.99801 1.138013 1.091808 1.244351 0.105461 -0.019418 0.644535 0.757018 
1520530348.04801 1.197799 1.060678 1.255196 0.105501 -0.022256 0.621888 0.775648 
1520530348.09801 1.255436 1.026672 1.264253 0.102805 -0.023574 0.600398 0.792716 
1520530348.14801 1.310272 0.991706 1.267391 0.105657 -0.028696 0.581114 0.806424 
1520530348.19801 1.365885 0.955354 1.263660 0.109655 -0.036881 0.558690 0.821268 
1520530348.24801 1.421597 0.918340 1.255172 0.109070 -0.045805 0.544354 0.830473 
1520530348.29801 1.474984 0.880907 1.243629 0.114711 -0.054162 0.528398 0.839466 
1520530348.34801 1.527747 0.841627 1.234933 0.108624 -0.063181 0.515704 0.847501 
1520530348.39801 1.578479 0.801138 1.231125 0.099044 -0.067553 0.503170 0.855831 
1520530348.44801 1.626504 0.765523 1.245388 0.084037 -0.102095 0.511003 0.849347 
1520530348.49801 1.670402 0.714871 1.239741 0.085866 -0.061140 0.473243 0.874603 
1520530348.54801 1.712339 0.669556 1.247055 0.086855 -0.066057 0.461002 0.880665 
1520530348.59801 1.752085 0.622417 1.252366 0.088085 -0.067321 0.446625 0.887826 
1520530348.64801 1.788238 0.575369 1.256240 0.088618 -0.068614 0.431849 0.894956 
1520530348.69801 1.824257 0.522798 1.254857 0.080926 -0.062864 0.409393 0.906585 
1520530348.74801 1.858826 0.470072 1.251562 0.075114 -0.071118 0.391707 0.914257 
1520530348.79801 1.893824 0.417519 1.250143 0.064877 -0.090949 0.382322 0.917251 
1520530348.84801 1.922071 0.356060 1.246776 0.053461 -0.097698 0.351999 0.929351 
1520530349.19801 1.985910 -0.081647 1.279031 0.051304 -0.104467 0.089219 0.989189 
1520530349.24801 1.976109 -0.144101 1.277914 0.041601 -0.111950 0.050132 0.991576 
1520530349.29801 1.964009 -0.205459 1.271286 0.027522 -0.113771 0.018395 0.992955 
1520530349.34801 1.950735 -0.265561 1.263814 0.018933 -0.125896 -0.006180 0.991844 
1520530349.39801 1.935792 -0.324333 1.256858 0.009843 -0.142429 -0.023473 0.989478 
1520530349.44801 1.915190 -0.382108 1.253236 0.001577 -0.146700 -0.047726 0.988028 
1520530349.49801 1.898202 -0.435595 1.255938 -0.000862 -0.144296 -0.058358 0.987812 
1520530349.54801 1.876266 -0.487100 1.261224 -0.004460 -0.131156 -0.074151 0.988575 
1520530349.59801 1.853172 -0.538215 1.265059 -0.002196 -0.122057 -0.094640 0.987998 
1520530349.64801 1.827562 -0.587867 1.269029 0.001128 -0.130694 -0.114250 0.984817 
1520530349.69801 1.799373 -0.637402 1.269044 0.005806 -0.134774 -0.134259 0.981721 
1520530349.74801 1.767092 -0.687019 1.265859 0.006242 -0.136084 -0.157113 0.978140 
1520530349.79801 1.732140 -0.737603 1.257545 0.008473 -0.140245 -0.186067 0.972440 
1520530349.84801 1.693216 -0.788487 1.247922 0.002751 -0.140352 -0.211297 0.967289 
1520530349.89801 1.649679 -0.838932 1.238795 -0.008110 -0.141610 -0.234375 0.961743 
1520530349.94801 1.606530 -0.885604 1.229566 0.004201 -0.157499 -0.256993 0.953484 
1520530349.99801 1.558743 -0.929800 1.224979 0.008482 -0.159407 -0.283535 0.945582 
1520530350.04801 1.507347 -0.966796 1.226695 0.022389 -0.151447 -0.318612 0.935441 
1520530350.09801 1.456339 -0.999992 1.233591 0.029876 -0.151480 -0.351608 0.923327 
1520530350.14801 1.399310 -1.026486 1.240881 0.030113 -0.149738 -0.393636 0.906489 
1520530350.19801 1.337928 -1.050028 1.249049 0.014416 -0.150575 -0.434295 0.887979 
1520530350.24801 1.276426 -1.069305 1.252080 0.002079 -0.150111 -0.469120 0.870281 
1520530350.29801 1.213482 -1.087008 1.252061 -0.012904 -0.150129 -0.500217 0.852688 
1520530350.34801 1.151572 -1.102974 1.246178 -0.018137 -0.153568 -0.527079 0.835629 
1520530350.39801 1.088901 -1.118116 1.239241 -0.026000 -0.155700 -0.549727 0.820294 
1520530350.44801 1.025458 -1.129313 1.233165 -0.034562 -0.148155 -0.569405 0.807857 
1520530350.49801 0.964176 -1.139042 1.230946 -0.037786 -0.143448 -0.586834 0.796003 
1520530350.54801 0.902435 -1.146666 1.234363 -0.038631 -0.136151 -0.601057 0.786576 
1520530350.59801 0.842818 -1.152705 1.242508 -0.037543 -0.130655 -0.610340 0.780388 
1520530350.64801 0.784675 -1.158884 1.250642 -0.035179 -0.137284 -0.616336 0.774626 
1520530350.69801 0.724622 -1.164838 1.258690 -0.037220 -0.135644 -0.624793 0.768016 
1520530350.74801 0.665426 -1.170450 1.261964 -0.035432 -0.135496 -0.634864 0.759824 
1520530350.79801 0.604519 -1.175783 1.261115 -0.038228 -0.133444 -0.648162 0.748744 
1520530350.84801 0.540577 -1.179128 1.257275 -0.046121 -0.122717 -0.661341 0.738540 
1520530350.89801 0.475288 -1.181497 1.252103 -0.058838 -0.113031 -0.671206 0.730236 
1520530350.94801 0.409784 -1.183080 1.247796 -0.070463 -0.108440 -0.678402 0.723220 
1520530350.99801 0.342553 -1.180864 1.246560 -0.080158 -0.095724 -0.692128 0.710894 
1520530351.04801 0.277166 -1.175684 1.249136 -0.079357 -0.094379 -0.708199 0.695161 
1520530351.09801 0.213295 -1.164937 1.257671 -0.080313 -0.088194 -0.727252 0.675926 
1520530351.14801 0.153116 -1.148078 1.269085 -0.081821 -0.080870 -0.750933 0.650281 
1520530351.19801 0.095432 -1.126432 1.280682 -0.085801 -0.079682 -0.772634 0.623959 
1520530351.24801 0.038237 -1.100715 1.290054 -0.094431 -0.077364 -0.793927 0.595632 
1520530351.29801 -0.016675 -1.075025 1.294244 -0.100416 -0.083008 -0.811871 0.569116 
1520530351.34801 -0.072426 -1.048353 1.292618 -0.099666 -0.084406 -0.826614 0.547405 
1520530351.39801 -0.127712 -1.024399 1.285487 -0.095828 -0.092603 -0.836551 0.531436 
1520530351.44801 -0.185342 -1.002448 1.275666 -0.102304 -0.100004 -0.843713 0.517380 
1520530351.49801 -0.243419 -0.977820 1.267289 -0.105693 -0.089964 -0.850031 0.508116 
1520530351.54801 -0.300202 -0.956335 1.261482 0.106148 0.087964 0.855754 -0.498678 
1520530351.59801 -0.356954 -0.933081 1.261630 0.100020 0.080314 0.861427 -0.491415 
1520530351.64801 -0.410096 -0.910974 1.264404 0.090531 0.084312 0.864197 -0.487708 
1520530351.69801 -0.463617 -0.890132 1.267829 0.090126 0.094912 0.862842 -0.488234 
1520530351.74801 -0.516396 -0.867209 1.268199 0.091535 0.106725 0.862978 -0.485284 
1520530351.79801 -0.568589 -0.844053 1.266596 0.088844 0.115085 0.866978 -0.476667 
1520530351.84801 -0.619567 -0.818315 1.261847 0.081625 0.116593 0.873784 -0.465021 
1520530351.89801 -0.669871 -0.789389 1.254178 0.078007 0.111510 0.882334 -0.450519 
1520530351.94801 -0.719634 -0.757067 1.246168 0.082138 0.101452 0.890788 -0.435267 
1520530351.99801 -0.766577 -0.721426 1.238056 0.088089 0.092267 0.898904 -0.419165 
1520530352.04801 -0.811902 -0.682719 1.232326 0.088543 0.082981 0.908474 -0.399936 
1520530352.09801 -0.853778 -0.643106 1.230921 0.084519 0.080472 0.920568 -0.372741 
1520530352.14801 -0.891772 -0.601778 1.234895 0.080282 0.079612 0.930696 -0.347880 
1520530352.19801 -0.924437 -0.558815 1.241914 0.076872 0.082757 0.941546 -0.317386 
1520530352.24801 -0.952684 -0.513674 1.250048 0.081213 0.086954 0.951299 -0.284382 
1520530352.29801 -0.977509 -0.466163 1.256578 0.088156 0.087800 0.959423 -0.253035 
1520530352.34801 -0.998689 -0.417617 1.258443 0.093313 0.088351 0.967174 -0.219228 
1520530352.39801 -1.017463 -0.367227 1.255258 0.099572 0.086616 0.973077 -0.188955 
1520530352.44801 -1.035244 -0.315802 1.247497 0.108473 0.084427 0.977098 -0.162436 
1520530352.49801 -1.051816 -0.263466 1.238099 0.115947 0.078806 0.979542 -0.144375 
1520530352.54801 -1.067271 -0.210874 1.228782 0.121255 0.077645 0.980502 -0.133731 
1520530352.59801 -1.080458 -0.157480 1.222366 0.119963 0.076753 0.981649 -0.126823 
1520530352.64801 -1.090099 -0.103234 1.221177 0.109251 0.079894 0.983920 -0.116543 
1520530352.69801 -1.096897 -0.051210 1.224514 0.104659 0.087725 0.984777 -0.107542 
1520530352.74801 -1.102137 0.001632 1.228194 0.110089 0.095591 0.984391 -0.098576 
1520530352.79801 -1.106031 0.055875 1.230224 0.117827 0.101957 0.984272 -0.083243 
1520530352.84801 -1.107294 0.110451 1.230908 0.118867 0.102077 0.985506 -0.065024 
1520530352.89801 -1.106062 0.165618 1.229033 0.119167 0.098089 0.987253 -0.038858 
1520530352.94801 -1.101415 0.222762 1.223618 0.119166 0.090910 0.988572 -0.016152 
1520530352.99801 -1.093838 0.281542 1.215549 0.123015 0.082542 0.988959 0.003667 
1520530353.04801 -1.083798 0.339593 1.207293 0.126111 0.078892 0.988571 0.024488 
1520530353.09801 -1.069800 0.397296 1.202043 0.118788 0.077585 0.988536 0.051631 
1520530353.14801 -1.053052 0.452802 1.203216 0.108003 0.076906 0.987858 0.080972 
1520530353.19801 -1.032333 0.504763 1.209509 0.100010 0.078756 0.984964 0.116794 
1520530353.24801 -1.006122 0.554635 1.217772 0.098828 0.077611 0.979177 0.159442 
1520530353.29801 -0.973271 0.602420 1.225930 0.103669 0.069742 0.971170 0.203021 
1520530353.34801 -0.936464 0.646704 1.231809 0.113372 0.060376 0.960945 0.245126 
1520530353.39801 -0.897549 0.688976 1.233393 0.123198 0.052862 0.949381 0.284085 
1520530353.44801 -0.856225 0.730324 1.229490 0.132606 0.045430 0.937157 0.319512 
1520530353.49801 -0.813560 0.771834 1.221768 0.143127 0.038118 0.926220 0.346667 
1520530353.54801 -0.769750 0.812817 1.211686 0.153388 0.035050 0.918414 0.362987 
1520530353.59801 -0.724590 0.852187 1.203747 0.155006 0.038344 0.913592 0.373968 
1520530353.64801 -0.678298 0.889492 1.200489 0.155575 0.041511 0.911805 0.377736 
1520530353.69801 -0.630178 0.923814 1.203203 0.153638 0.042020 0.910449 0.381724 
1520530353.74801 -0.582549 0.954155 1.209930 0.155024 0.041052 0.907501 0.388233 
1520530353.79801 -0.534054 0.983662 1.216842 0.162012 0.035762 0.902741 0.396903 
1520530353.84801 -0.484475 1.012471 1.221486 0.167962 0.031246 0.895597 0.410753 
1520530353.89801 -0.433849 1.040239 1.222997 0.167864 0.030313 0.887527 0.428016 
1520530353.94801 -0.380637 1.066381 1.221115 0.163832 0.027638 0.878228 0.448454 
1520530353.99801 -0.325235 1.090127 1.216803 0.158835 0.021910 0.868846 0.468399 
1520530354.04801 -0.268333 1.111535 1.211598 0.156007 0.013282 0.860493 0.484807 
1520530354.09801 -0.208834 1.130697 1.207275 0.148026 0.003370 0.852721 0.500944 
1520530354.14801 -0.147900 1.146362 1.205635 0.136072 0.001176 0.841541 0.522773 
1520530354.19801 -0.087740 1.158730 1.208960 0.128861 0.006270 0.828142 0.545468 
1520530354.24801 -0.029041 1.166865 1.216376 0.123459 0.016990 0.811534 0.570861 
1520530354.29801 0.030494 1.169978 1.224747 0.122424 0.024735 0.789961 0.600301 
1520530354.34801 0.091280 1.167875 1.232629 0.122386 0.023250 0.767480 0.628853 
1520530354.39801 0.151593 1.163090 1.236851 0.125140 0.017881 0.748035 0.651509 
1520530354.44801 0.212709 1.156529 1.236642 0.125784 0.007410 0.728618 0.673230 
1520530354.49801 0.274645 1.149296 1.232126 0.123723 -0.002299 0.713044 0.690113 
1520530354.54801 0.336835 1.142522 1.225250 0.122607 -0.014395 0.701472 0.701925 
1520530354.59801 0.398854 1.136233 1.218781 0.123305 -0.026670 0.695829 0.707041 
1520530354.64801 0.460745 1.130315 1.214967 0.122891 -0.040857 0.695840 0.706424 
1520530354.69801 0.522672 1.124119 1.216483 0.119015 -0.050996 0.697410 0.704879 
1520530354.74801 0.581922 1.117043 1.222981 0.111785 -0.049604 0.696652 0.706909 
1520530354.79801 0.638427 1.110476 1.231542 0.109193 -0.045422 0.698358 0.705910 
1520530354.84801 0.694832 1.104249 1.239088 0.113869 -0.045088 0.699751 0.703811 
1520530354.89801 0.751637 1.097839 1.243761 0.113485 -0.048539 0.702208 0.701191 
1520530354.94801 0.808275 1.091146 1.244774 0.115692 -0.047043 0.698203 0.704922 
1520530354.99801 0.866903 1.083004 1.242284 0.110129 -0.047700 0.695559 0.708374 
1520530355.04801 0.925753 1.072480 1.236359 0.106497 -0.050154 0.688699 0.715428 
1520530355.09801 0.985599 1.059953 1.230054 0.102120 -0.053429 0.681358 0.722819 
1520530355.14801 1.045656 1.044071 1.224652 0.096855 -0.057312 0.669717 0.734039 
1520530355.19801 1.105545 1.023924 1.222800 0.089568 -0.059642 0.652242 0.750333 
1520530355.24801 1.163812 1.001620 1.227124 0.084582 -0.063454 0.634215 0.765892 
1520530355.29801 1.217402 0.976347 1.234723 0.083338 -0.060575 0.612638 0.783620 
1520530355.34801 1.270098 0.946286 1.243709 0.083656 -0.061709 0.585636 0.803880 
1520530355.39801 1.320802 0.912030 1.251904 0.083932 -0.063046 0.556765 0.824010 
1520530355.44801 1.366563 0.878134 1.255564 0.093742 -0.061321 0.532546 0.838956 
1520530355.49801 1.414201 0.841058 1.256051 0.094006 -0.070154 0.508866 0.852817 
1520530355.54801 1.460501 0.801378 1.252395 0.084269 -0.074761 0.488261 0.865396 
1520530355.59801 1.508103 0.764099 1.245484 0.082084 -0.087412 0.478645 0.869782 
1520530355.64801 1.553968 0.725160 1.239864 0.073856 -0.102443 0.469798 0.873694 
1520530355.69801 1.597926 0.685226 1.236370 0.063948 -0.116166 0.461258 0.877301 
1520530355.74801 1.640015 0.643814 1.236208 0.053022 -0.121052 0.451591 0.882383 
1520530355.79801 1.678407 0.601817 1.239539 0.043765 -0.115127 0.441462 0.888787 
1520530355.84801 1.713276 0.560545 1.243755 0.042093 -0.113014 0.434198 0.892708 
1520530355.89801 1.747596 0.518440 1.246537 0.043998 -0.111969 0.425828 0.896771 
1520530355.94801 1.779738 0.474866 1.246778 0.045087 -0.104821 0.408969 0.905386 
1520530355.99801 1.809604 0.429356 1.245006 0.046015 -0.100330 0.383511 0.916917 
1520530356.04801 1.837763 0.381770 1.241441 0.040601 -0.101199 0.362576 0.925553 
1520530356.09801 1.863930 0.330680 1.236398 0.036574 -0.097809 0.347227 0.931949 
1520530356.40635 1.959947 -0.014756 1.243864 0.033642 -0.095531 0.182209 0.978030 
1520530356.44801 1.957856 -0.063274 1.251320 0.028754 -0.097828 0.147210 0.983835 
1520530356.54801 1.943609 -0.176992 1.258618 0.028298 -0.117425 0.070172 0.990195 
1520530356.59801 1.933065 -0.232773 1.254333 0.015652 -0.118204 0.043001 0.991934 
1520530356.64801 1.920214 -0.288803 1.248724 0.005260 -0.123202 0.014460 0.992262 
1520530356.69801 1.907909 -0.343711 1.240485 -0.000585 -0.123276 -0.005060 0.992359 
1520530356.74801 1.891644 -0.398935 1.235053 -0.009315 -0.125613 -0.023472 0.991758 
1520530356.79801 1.872902 -0.451029 1.233195 -0.009984 -0.126678 -0.027495 0.991513 
1520530356.84801 1.853923 -0.504987 1.237611 -0.008891 -0.131284 -0.055148 0.989770 
1520530356.89801 1.829694 -0.556775 1.242076 -0.014178 -0.128435 -0.078961 0.988468 
1520530356.94801 1.807638 -0.607172 1.245373 -0.008865 -0.137274 -0.094283 0.985996 
1520530356.99801 1.781393 -0.657422 1.247114 -0.007671 -0.142578 -0.113710 0.983200 
1520530357.04801 1.752837 -0.706358 1.245620 -0.005848 -0.143789 -0.138803 0.979808 
1520530357.09801 1.722806 -0.755020 1.240920 -0.003211 -0.142358 -0.161040 0.976622 
1520530357.14801 1.688606 -0.804262 1.233997 -0.011451 -0.139398 -0.186175 0.972510 
1520530357.19801 1.651715 -0.851527 1.225865 -0.019372 -0.133830 -0.212273 0.967809 
1520530357.24801 1.611830 -0.897118 1.220252 -0.028817 -0.126483 -0.239144 0.962279 
1520530357.29801 1.568798 -0.939641 1.217344 -0.035890 -0.117084 -0.266235 0.956097 
1520530357.34801 1.525305 -0.976017 1.217188 -0.031034 -0.117915 -0.300299 0.946020 
1520530357.39801 1.479153 -1.010000 1.222200 -0.034030 -0.111643 -0.330355 0.936613 
1520530357.44801 1.430523 -1.039942 1.229867 -0.038963 -0.108308 -0.364157 0.924197 
1520530357.49801 1.378764 -1.065001 1.235924 -0.039079 -0.112061 -0.402333 0.907768 
1520530357.54801 1.325691 -1.087628 1.237542 -0.040039 -0.115564 -0.432899 0.893107 
1520530357.59801 1.268806 -1.108628 1.235340 -0.045576 -0.119992 -0.464887 0.876017 
1520530357.64801 1.210475 -1.128602 1.228615 -0.050530 -0.118123 -0.488981 0.862781 
1520530357.69801 1.150736 -1.147531 1.221010 -0.059609 -0.117774 -0.508793 0.850709 
1520530357.74801 1.090877 -1.165281 1.214637 -0.068954 -0.119203 -0.523805 0.840633 
1520530357.79801 1.030765 -1.180911 1.212057 -0.075576 -0.117947 -0.536567 0.832149 
1520530357.84801 0.971529 -1.195163 1.214635 -0.071679 -0.113061 -0.545589 0.827292 
1520530357.89801 0.914367 -1.207018 1.221327 -0.062179 -0.106435 -0.555358 0.822425 
1520530357.94801 0.857405 -1.217910 1.228271 -0.056429 -0.104860 -0.563470 0.817510 
1520530357.99801 0.798759 -1.228125 1.233445 -0.056294 -0.102723 -0.574559 0.810037 
1520530358.04801 0.741779 -1.238436 1.235766 -0.057623 -0.105168 -0.584629 0.802389 
1520530358.09801 0.684656 -1.248343 1.234831 -0.056355 -0.109853 -0.595475 0.793830 
1520530358.14801 0.625834 -1.257657 1.231331 -0.055917 -0.105298 -0.603781 0.788184 
1520530358.19801 0.566121 -1.266390 1.225526 -0.057059 -0.101704 -0.612284 0.781990 
1520530358.24801 0.502875 -1.271161 1.220244 -0.065461 -0.083612 -0.625640 0.772851 
1520530358.29801 0.442767 -1.276596 1.216435 -0.060936 -0.083451 -0.637683 0.763337 
1520530358.34801 0.382360 -1.278496 1.217553 -0.060245 -0.080089 -0.651371 0.752112 
1520530358.39801 0.324529 -1.279702 1.223798 -0.058729 -0.081945 -0.661766 0.742901 
1520530358.44801 0.267352 -1.277489 1.233415 -0.061282 -0.078872 -0.675290 0.730758 
1520530358.49801 0.209476 -1.270761 1.242216 -0.060797 -0.073330 -0.689587 0.717911 
1520530358.54801 0.153676 -1.263330 1.249073 -0.061774 -0.078361 -0.702088 0.705065 
1520530358.59801 0.096544 -1.252124 1.251046 -0.063045 -0.080305 -0.715219 0.691403 
1520530358.64801 0.039308 -1.240018 1.246781 -0.063179 -0.079983 -0.726032 0.680065 
1520530358.69801 -0.019528 -1.225809 1.237774 -0.067573 -0.076629 -0.735184 0.670125 
1520530358.74801 -0.079281 -1.210225 1.226259 -0.073565 -0.076118 -0.742651 0.661259 
1520530358.79801 -0.137392 -1.194014 1.214092 -0.080188 -0.076349 -0.750326 0.651730 
1520530358.84801 -0.194812 -1.175218 1.204389 -0.078092 -0.074026 -0.758489 0.642741 
1520530358.89801 -0.252449 -1.156457 1.198637 -0.075250 -0.075042 -0.769467 0.629783 
1520530358.94801 -0.306512 -1.133952 1.191584 -0.072212 -0.069787 -0.776786 0.621706 
1520530358.99801 -0.360767 -1.111086 1.181830 -0.072933 -0.076171 -0.785596 0.609687 
1520530359.04801 -0.414094 -1.087893 1.168961 -0.075122 -0.086598 -0.792051 0.599594 
1520530359.09801 -0.466767 -1.062380 1.150719 -0.074417 -0.089935 -0.797422 0.592024 
1520530359.14801 -0.519560 -1.035666 1.130870 -0.072250 -0.096732 -0.805031 0.580817 
1520530359.19801 -0.571365 -1.006638 1.109079 -0.070983 -0.094978 -0.815493 0.566491 
